NAMC_ID,NAMC_CODE,NAMC_term,NAMC _term_diacritical,  NAMC _term_DEVANAGARI,short_definition,long_definition,ontology_branches
2071,LD-3.12,SRUMGATAKA-MARMAVIDDHAH,śr̥ṁgāṭaka-marmaviddhaḥ,शृंगाटक-मर्मविद्धः,injury to śr̥ṅgamarma ,the disorder is characterized by sadyōmaraṇam [intantaneous death] ,
2072,LD-3.13,SIMANTA-MARMAVIDDHAH,sīmanta-marmaviddhaḥ,सीमन्त-मर्मविद्धः,injury to sīmantamarma ,"the disorder is characterized by sadyōmaraṇam [intantaneous death], bhayaḥ [fear], cittanāśaḥ/manōnāśaḥ [total disturbance of mind], maraṇam [death], bhramaḥ [giddiness or dizziness] ",
2073,LD-3.14,ADHIPATI-MARMAVIDDHAH,adhipati-marmaviddhaḥ,अधिपति-मर्मविद्धः,injury to adhipatimarma ,the disorder is characterized by sadyōmaraṇam [intantaneous death] ,
2074,LD-4,MAMSAMARMAVIDDHAH/ANUKTAMAMSAMARMANO VIDDHASYA LINGAM,māṁsamarmaviddhaḥ/anuktamāṁsamarmaṇō viddhasya liṅgam,मांसमर्मविद्धः/अनुक्तमांसमर्मणो विद्धस्य लिङ्गम्,injury to māṁsamarma ,"the disorder is characterized by ajasraṁ asr̥k-srāvaḥ [profuse bleeding], māṁsadhāvanavat raktasrāvaḥ [bleeding resembling washings of flesh], pāṇḍutvam [pallor], indriyājñānam [loss of senes], maraṇam [death] ",
2075,LD-5,SIRAMARMAVIDDHAH,sirāmarmaviddhaḥ,सिरामर्मविद्धः,injury to sirā marma ,"the disorder is characterized by surēndragōpapratimaraktasrāvaḥ [bleeding resembling shiny gōpa], prabhūtaraktasrāvaḥ [profuse bleeding], vividhān vātarōgān [various diseases of vāta origin] ",
2076,LD-6,SNAYUMARMAVIDDHAH,snāyumarmaviddhaḥ,स्नायुमर्मविद्धः,injury to snāyu marma ,"the disorder is characterized by kaubjyam [flexion deformity/hump backed/ bending of back], śarīrāvayavāvasādaḥ [weakness of the limbs of the body], kriyāsvaśaktiḥ [inability to move], adhikaṁ rujā/tumulā rujaḥ [severe pain], cirāt vraṇarōhaṇam [delayed wound healing], āyāmaḥ [stretching], ākṣēpakaḥ [convulsion], staṁbhaḥ [rigidity/stiffness], yānasthānāsanāśaktiḥ [unable to sit, travel], vaikalyam [defectiveness/ lameness], antakaḥ [death] ",
2077,LD-7,SANDHIMARMAVIDDHAH,sandhimarmaviddhaḥ,सन्धिमर्मविद्धः,injury to sandhimarma ,"the disorder is characterized by śōphātivr̥ddhiḥ [excessive swelling], tumulā rujaḥ [severe pain], balakṣayaḥ [loss of physical strength or weakness], parvabhēdaḥ [breaking type of pain in small joints], parvaśōphaḥ [swelling in small joints], sandhikarmōparatiḥ [loss of function of joint], śūkaiḥ ākīrṇa iva [feels as covered with awn of barley/ spicules], rūḍhē kuṇiḥ [development of contractures on healing], rūḍhē khañjatā [development of contractures on healing], cēṣṭākṣayaḥ [loss of movements], śōṣaḥ [dryness/wasting/emaciation], parvaśōphaḥ [swelling in small joints] ",
2078,LD-8,ASTHIMARMAVIDDHAH,asthimarmaviddhaḥ,अस्थिमर्मविद्धः,injury to asthimarma ,"the disorder is characterized by niśādinēṣu ghōrā rujāḥ [tremendous pain day and night], sarvāsu avasthasu na śāntiḥ [no relief in any position/ posture], tr̥ṣṇā [thirst], aṁgasādaḥ [exhaustion or tirednes to body / inability to perform physical activities], śvayathuḥ [swelling], ruk [pain], majjānvitasrāvaḥ [discharge mixed with majjā], acchasrāvaḥ [clear discharge], vicchinnasrāvaḥ [discharge having various colours] ",
2079,LD-9,DHAMANIMARMAVIDDHAH,dhamanīmarmaviddhaḥ,धमनीमर्मविद्धः,injury to dhamanī marma ,"the disorder is characterized by saśabdaraktasrāvaḥ [bleeding with sound], phēnayuktaraktasrāvaḥ [frothy bleeding], vicētanatvam [senseless/ unconciousness] ",
2080,LD-10,SADYOPRANAHARAMARMAVIDDHAH,sadyōprāṇaharamarmaviddhaḥ,सद्योप्राणहरमर्मविद्धः,marmaviddha-fatal ,"the disorder is characterized by indriyārthēṣvasamprāptiḥ [inability to perceive objects of senses], manō viparyayaḥ [loss of mental faculties], buddhiviparyayaḥ [loss of wisdom], vividhāstīvrā rujā [various types of severe pains] ",
2081,LD-11,KALANTARAMARMAVIDDHAH,kālāntaramarmaviddhaḥ,कालान्तरमर्मविद्धः,marmaviddha-fatal over a period of time ,"the disorder is characterized by [], dhātukṣayaḥ [diminution of dhatu/ emaciation], vēdanā [pain], maraṇam [death] ",
2082,LD-12,VISALYAGHNAMARMAVIDDHAH,viśalyaghnamarmaviddhaḥ,विशल्यघ्नमर्मविद्धः,marmaviddha-removal of the trauma causing agent leads to death ,"the disorder is characterized by [], śalyāpāyē hantyasūn [death if foreign body is removed], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough] ",
2083,LD-13,VAIKALYAKARAMARMAVIDDHAH,vaikalyakaramarmaviddhaḥ,वैकल्यकरमर्मविद्धः,marmaviddha leading to deformity ,the disorder is characterized by vikalatvam [defectiveness of body parts] ,
2084,LD-14,MARMABIGHATAJADAHAH,marmābhighātajadāhaḥ,मर्माभिघातजदाहः,burning sensation due to marmaviddha , ,
2085,LE,SALYAH,śalyaḥ,शल्यः,foreign body ,"the disorder is characterized by śyāva/ dhyāmaṁ [blackish discolouration of the area], piḍikācitam [area covered by papular eruptions], śōpha yutam [associated with swelling of the area], vēdanā yutam/ rujāvaṁtam [associated with pain], muhurmuhuḥ śōṇita srāviṇam [intermittent bleeding from wound], budbudavat unnatam [associated with bubble like eruptions], mr̥dumāṁsaṁ [softness of flesh] ",
2086,LE-1,TVAGGATA-SALYAH,tvaggata-śalyaḥ,त्वग्गत-शल्यः,foreign body embedded in skin ,"the disorder is characterized by vaivarṇyama [discolouration], āyata śōpha [elongated prominent swelling], dāruṇa śōphaḥ [hard swelling] ",
2087,LE-2,MAMSAGATA-SALYAH,māṁsagata-śalyaḥ,मांसगत-शल्यः,foreign body embedded in muscle-inflammatory ,"the disorder is characterized by cōṣa [sucking type of pain], pāka [inflammation/suppuration], śōphātivr̥ddhiḥ/ śōphātivr̥ddhiḥ [increase in swelling], śalyamārga anupasaṁrōhaḥ [pathway of foreign body doesn’t get healed], pīḍanāsahiṣṇutā [unable to bear touch/ pressing] ",
2088,LE-3,PESYANTARAGATA-SALYAH,pēśyāntaragata-śalyaḥ,पेश्यान्तरगत-शल्यः,foreign body embedded inside the muscle-noninflammatory ,"the disorder is characterized by pāka [inflammation/suppuration], cōṣa śōpha varjya lakṣaṇa [symptoms without cōṣa and śōpha], śōpha varjya māṁsa prāptavata [symtoms of mamsagat vāta except swelling], śalyamārga anupasaṁrōhaḥ [pathway of foreign body doesn’t get healed], pīḍanāsahiṣṇutā [unable to bear touch/ pressing] ",
2089,LE-4,SIRAGATA-SALYAH,sirāgata-śalyaḥ,सिरागत-शल्यः,foreign body embedded in vessels ,"the disorder is characterized by sirādhmānaṁ [engorgement], sirāśūlaṁ [pain in veins], sirāśōphaḥ [swelling] ",
2090,LE-5,SNAYUGATA-SALYAH,snāyugata-śalyaḥ,स्नायुगत-शल्यः,foreign body embedded in ligaments ,"the disorder is characterized by saṁrambha [redness/ congesion/ inflammation], snāyujālōtkṣēpaṇaṁ [on cutting of tendons, forceful flow of fluid], ugraruk [associated with severe pain] ",
2092,LE-7,SANDHIGATA-SALYAH,sandhigata-śalyaḥ,सन्धिगत-शल्यः,foreign body embedded in joints ,"the disorder is characterized by svakarmaguṇahāniḥ [loss of functions of joints], cēṣṭōparamaḥ [inability to do flexion, extension (movements)] ",
2093,LE-8,ASTHIGATA-SALYAH,asthigata-śalyaḥ,अस्थिगत-शल्यः,foreign body embedded in bone ,"the disorder is characterized by asthipūrṇatā [feeling of fullness], vividha vēdanā prādurbhāvaḥ/ anēka rupā rujā [various types of pain], śōphaḥ [oedema] ",
2094,LE-9,DHAMANISTHA-SALYAH,dhamanistha-śalyaḥ,धमनिस्थ-शल्यः,foreign body embedded in arteries ,"the disorder is characterized by saphēnaṁ raktamīrayana [foamy/ frothy bleeding], saśabdō nirgacchati anilaḥ [expulsion of vayu with sound], aṅgamardaḥ/ aṅga pīḍā [generalised bodyache], pipāsā [thirst], hr̥llāsaḥ [nausea] ",
2095,LE-10,KOSHTHAGATA-SALYAH,kōṣṭhagata-śalyaḥ,कोष्ठगत-शल्यः,foreign body situated in kōṣṭha ,"the disorder is characterized by ānāhaḥ [barborygmus with distention], āṭōpaḥ [gurgling sound of the intestines/ barborygmus], vraṇānanē anna darśana/ vraṇa mukhāta āhāra darśanaṁ [appearance of food at the wound opening], vraṇānanē śakr̥ta darśana/ vraṇa mukhāta purīṣa darśanaṁ [apperance of feces at the wound opening], vraṇānanē mūtra darśana/ vraṇa mukhāta mūtra darśanaṁ [apperance of urine at the wound opening] ",
2096,LE-11,ASTHIVIVARAGATA-SALYA,asthivivaragata-śalya,अस्थिविवरगत-शल्य,foreign body entering bone cavity ,"the disorder is characterized by asthipūrṇatā [feeling of fullness], asthinistōda [pricking/ pierceing type of pain of the bone], balvāna saṁharṣaḥ [excessive rubbing sensation] ",
2097,LE-12,MARMAGATA-SALYA,marmagata-śalya,मर्मगत-शल्य,foreign body entering marma ,the disorder is characterized by marmaviddhavata cēṣṭatē/ marmaviddhōpalakṣaṇaiḥ [] ,
2098,LF,CINNA-SADYOVRANAH,chinna-sadyōvraṇaḥ,छिन्न-सद्योव्रणः,excised wound , ,
2099,LF-1,AMASOPACEDAH,āmaśōphachēdaḥ,आमशोफछेदः,complications-incising an āmaśōpha , ,
2100,LF-2,SEVANI-CEDAH,sēvanī-chēdaḥ,सेवनी-छेदः,perineal raphe injury , ,
2101,LG,BINNA-SADYOVRANAH,bhinna-sadyōvraṇaḥ,भिन्न-सद्योव्रणः,stabed sadyōvraṇa , ,
2102,LG-1,KOSHTHA-ABIGHATAH/BINNAH,kōṣṭha-abhighātaḥ/bhinnaḥ,कोष्ठ-अभिघातः/भिन्नः,visceral organ injury ,"the disorder is characterized by raktapūrṇa kōṣṭhaḥ [kōśta gets filled with blood], jvaraḥ [fever], dāhaḥ [burning sensation], mūtramārgāt raktaṁ gacchati [urethral bleeding], guda mārgāt raktaṁ gacchati [per rectal bleeding], āsyēbhyōḥ raktaṁ gacchati [hematemesis/ hemoptysis], ghrāṇāt raktaṁ gacchati [epistaxis], mūrcchā [syncope/attacks of swooning], śvāsa [breathlessness/difficult breathing], tr̥ṭ [thirst], ādhmāna [abdominal distension], abhaktacchanda [aversion to food], viṭ saṅga [fecal retention], mūtrasaṅga [obstruction/retention in passage of urine], vātasaṅga [retention of vāyu/flatus], svēdāsrāva [loss of perspiration], akṣiraktatā [redness in the eyes], lōhagandhitvam āsyasya [metallic odour from the mouth], gātra daurgandhyaṁ/ gātrē ca vigandhitā [foul smell from the body], hr̥cchūl [pain in the precordium/cardiac region], pārśvaśūla [pain in sides of chest/flanks], jvaraḥ [fever] ",
2103,LG-1.1,KOSHTAGATARUDHIRAH/RAKTAPURNAKOSHTHAH,kōṣṭagatarudhiraḥ/raktapūrṇakōṣṭhaḥ,कोष्टगतरुधिरः/रक्तपूर्णकोष्ठः,haemoperitonium , ,
2104,LG-1.2,AMASAYASTHA-RUDHIRAH,āmāśayastha-rudhiraḥ,आमाशयस्थ-रुधिरः,small bowel bleeding ,"the disorder is characterized by rudhiraṁ chardayēt [vomits blood/ hemetemesis], ādhmānaṁ atimātraṁ [severe bloating], bhr̥śa dāruṇa śūlaḥ [severe tremendous sharp pain/ colic] ",
2105,LG-1.3,PAKVASAYASTHA-RUDHIRAH,pakvāśayastha-rudhiraḥ,पक्वाशयस्थ-रुधिरः,large bowel bleeding ,"the disorder is characterized by gaurava [heaviness], gurutvam adhaḥ [heaviness below the umbilicus], khēbhyōḥ raktāgamaḥ [bleeding through orifices], rujā/śūlaṁ [pain], śītatā [coldness], śītatā adhōnābhēḥ [coldness in lower abdomen], gaurava [heaviness] ",
2106,LG-1.4,ASADHYA-KOSHTHABEDAH,asādhya-kōṣṭhabhēdaḥ,असाध्य-कोष्ठभेदः,irremediable visceral injury ,"the disorder is characterized by śīta ucchvāsa [expiration, cold air], antarlōhitam [internal bleeding], śīta pāda [cold legs], śīta karaṁ [cold hands], śīta ānanam [cold face], raktākṣam [reddish coloured eyes] ",
2107,LH,VIDDHAH,viddhaḥ,विद्धः,penetrating injury ,the disorder is characterized by uttuṇḍitaṁ nirgataṁ vā (yadṅgam āśayāt binā ) [foreign body in such cases may remain either protruding out or may have gone out through it] ,Note: Also Classifed under vraṇaḥ[K]
2108,LH-1,SIRAVIDDHAH,sirāviddhaḥ,सिराविद्धः,penetrating injury to vessels , ,
2109,LH-2,SNAYUVIDDHAH,snāyuviddhaḥ,स्नायुविद्धः,penetrating injury to ligaments ,"the disorder is characterized by kaubjyam [flexion deformity/hump backed/ bending of back], kriyāsvaśaktiḥ [inability in movements], cirādvraṇō rōhaṇam [wound takes a long time to heal], tumula-rujaḥ [severe pain], śarīrāvayavāvasādaḥ [weakness of the limbs of the body] ",
2110,LH-3,CALACALA-SANDHIKSHATAH,calācala-sandhikṣataḥ,चलाचल-सन्धिक्षतः,penetrating injury to joints , ,
2111,LH-4,SROTOVIDDHAH,srōtōviddhaḥ,स्रोतोविद्धः,injury to channels , ,
2112,LH-4.1,PRANAVAHASROTOVIDDHA,prāṇavahasrōtōviddha,प्राणवहस्रोतोविद्ध,injury to prāṇavahasrōtas ,"the disorder is characterized by vinaman [flexion/ bending of body], mōhaḥ [semiconsciousness or stupefaction], bhramaṇaḥ [vertigo], vēpanaḥ [shivering/tremors], maraṇaṁ [death], ākrōśan [screaming] ",
2113,LH-4.2,ANNAVAHASROTOVIDDHAH,annavahasrōtōviddhaḥ,अन्नवहस्रोतोविद्धः,injury to food channels ,"the disorder is characterized by ādhmānaṁ [abdominal distension], annadvēṣaḥ [aversion to food], chardiḥ [vomiting], andhatā [blindness], śūla [pain], pipāsā [thirst], maraṇam [death] ",
2114,LH-4.3,UDAKAVAHASROTOVIDDHAH,udakavahasrōtōviddhaḥ,उदकवहस्रोतोविद्धः,injury to water channels , ,
2115,LH-4.4,RASAVAHASROTOVIDDHA,rasavahasrōtōviddha,रसवहस्रोतोविद्ध,injury to rasavahasrōtas ,"the disorder is characterized by śōṣaḥ [dryness/wasting/emaciation], (prāṇavahaviddhavata tatliṅgam) [clinical features as in injury to prāṇavāha srōtas], vinaman [flexion/ bending of body], mōhaḥ [semiconsciousness or stupefaction], bhramaṇaḥ [vertigo], vēpanaḥ [shivering/tremors], ākrōśan [screaming], maraṇaṁ [death] ",
2116,LH-4.5,RAKTAVAHASROTOVIDDHA,raktavahasrōtōviddha,रक्तवहस्रोतोविद्ध,injury to raktavahasrōtōs ,"the disorder is characterized by śyāvāṅgatā [black discoloration of the body], jvaraḥ [fever], dāhaḥ [burning sensation], pāṇḍutā [pallor], śōṇitāgamanam [bleeding/haemorrhage], raktanētratā [redness of eyes] ",
2117,LH-4.6,MAMSAVAHASROTOVIDDHAH,māṁsavahasrōtōviddhaḥ,मांसवहस्रोतोविद्धः,disorders of maṁsavahasrōtas ,"the disorder is characterized by māṁsa śōṣa [muscular wasting], śvayathuḥ [swelling], sirāgranthi [tortousity of blood vessels], maraṇaṁ [death] ",
2118,LH-4.7,MEDOVAHASROTOVIDDHA,mēdōvahasrōtōviddha,मेदोवहस्रोतोविद्ध,injury to mēdōvahasrōtas ,"the disorder is characterized by svēdāgamanam [perspiration], snidhāṅgatā [oiliness of the body], tāluśōṣa [dryness of palate], sthūlaśōphatā [non pitting oedema], pipāsā [thirst] ",
2119,LH-4.8,ASTHIVAHASROTOVIDDHAH,asthivahasrōtōviddhaḥ,अस्थिवहस्रोतोविद्धः,injury to asthivahasrōtas , ,
2120,LH-4.9,SUKRAVAHASROTOVIDDHAH,śukravahasrōtōviddhaḥ,शुक्रवहस्रोतोविद्धः,injury to śukravahasrōtas ,"the disorder is characterized by klībatā [inability to perform sexual act/ impotence], cirāt prasēka [delayed ejaculation], rakta śukratā [blood tinged semen] ",
2121,LH-4.10,ARTTAVAVAHASROTOVIDDHA,ārttavavahasrōtōviddha,आर्त्तववहस्रोतोविद्ध,injury to ārtavavahasrōtōs ,"the disorder is characterized by vandhyatvam [sterility], maithunāsahiṣṇutvam [dyspaerunia], ārtav nāśa [absence of menstruation] ",
2122,LH-4.11,MUTRAVAHASROTOVIDDHAH,mūtravahasrōtōviddhaḥ,मूत्रवहस्रोतोविद्धः,injury to mūtravahasrōtas ,"the disorder is characterized by mūtra nirōdhaḥ [retention of urine], ānaddh basti [Distended basti (bladder)], stabdh mēḍhratā [stiffness of penis] ",
2123,LH-4.12,PURISHAVAHASROTOVIDDHAH,purīṣavahasrōtōviddhaḥ,पुरीषवहस्रोतोविद्धः,injury to purīṣavahasrōtas ,"the disorder is characterized by ānāhaḥ [barborygmus with distention], durgandhatā [badsmell], grathita āntratā [nodular] ",
